"x" "y" "z"
"1" 3.68887945411394 1.09861228866811 0.04
"2" 3.66356164612965 1.38629436111989 -0.0465476190476189
"3" 3.95124371858143 1.38629436111989 -0.0251313131313131
"4" 4.11087386417331 1.09861228866811 -0.0111305361305362
"5" 4.86753445045558 1.38629436111989 -0.0361538461538462
"6" 3.63758615972639 1.79175946922805 0.0171428571428571
"7" 4.24849524204936 1.6094379124341 -0.0685714285714286
"8" 4.78749174278205 1.09861228866811 0.0126449275362318
"9" 3.91202300542815 1.94591014905531 0.00600000000000001
"10" 3.91202300542815 2.07944154167984 0.0746868686868687
"11" 3.52636052461616 2.19722457733622 -0.0857142857142857
"12" 4.12713438504509 1.79175946922805 -0.000512820512820533
"13" 3.85014760171006 2.07944154167984 0.0737777777777777
"14" 4.4188406077966 1.38629436111989 -0.00151143790849673
"15" 5.22035582507832 1.38629436111989 -0.0237513829619093
"16" 4.87519732320115 1.38629436111989 0.0112843304843305
"17" 3.95124371858143 2.30258509299405 0.0503636363636363
"18" 4.0943445622221 2.07944154167984 0.02
"19" 3.95124371858143 2.30258509299405 0.0220404040404041
"20" 5.52146091786225 1.09861228866811 -0.0144000000000001
"21" 5.01063529409626 1.6094379124341 0
"22" 3.73766961828337 2.83321334405622 0.0283333333333333
"23" 4.00733318523247 1.09861228866811 -0.0131818181818182
"24" 4.18965474202643 2.56494935746154 0.0693956043956044
"25" 4.48863636973214 2.19722457733622 0.0311764705882352
"26" 4.60517018598809 2.30258509299405 0.0300451127819549
"27" 3.58351893845611 3.40119738166216 0.170595238095238
"28" 4.68213122712422 1.6094379124341 -0.0141991341991342
"29" 5.11799381241676 1.6094379124341 -0.00056929590017829
"30" 4.88280192258637 1.38629436111989 0.00524420024420025
"31" 4.86753445045558 1.09861228866811 0.00384615384615383
"32" 3.93182563272433 1.94591014905531 0.00236363636363646
"33" 3.87120101090789 1.6094379124341 0.0244242424242425
"34" 4.92725368515721 1.09861228866811 0
"35" 4.88280192258637 1.6094379124341 0.110854700854701
"36" 4.30406509320417 2.30258509299405 -0.0161309523809524
"37" 4.33073334028633 1.94591014905531 0.0945833333333334
"38" 4.78749174278205 1.94591014905531 -0.00166666666666671
"39" 5.09375020080676 1.79175946922805 0.00529523172905533
"40" 4.0943445622221 2.77258872223978 0.110955710955711
"41" 4.20469261939097 2.77258872223978 0.0645604395604396
"42" 5.57594910314632 1.6094379124341 0.00676342525399132
"43" 4.91998092582813 2.07944154167984 0.0184391534391535
